project,version,repetition,nsga_time,ltga_time,nsga_igd,ltga_igd,nsga_hv,ltga_hv,nsga_faults,ltga_faults
sed,v2,1,5.9293969999999945,7.7687969999999495,0.04695517177381863,0.04482792837467507,0.9679122120248268,0.969122076329693,0.9289453885377966,0.9415162769835851
sed,v2,2,6.004525000000001,7.574607999999955,0.06591973428503453,0.010506702189100822,0.9281428676854779,0.9953545547193671,0.9373548121795353,0.9673843616040219
sed,v2,3,5.9888050000000135,7.528341000000012,0.0570767878047119,0.04086856407046368,0.9379584698256993,0.9775617032664634,0.92604059235255,0.9166530612205582
sed,v2,4,5.9337489999999775,7.562723000000005,0.055815383149072556,0.013914331488083909,0.9518583268901543,0.9911357406807301,0.9332844547779141,0.9010231112880683
sed,v2,5,5.966765000000009,8.464648000000011,0.08849277051846408,0.008266316835873495,0.8801808700312452,0.9986293129209892,0.9007737070555474,0.9585312887006556
sed,v2,6,6.4508559999999875,7.411597000000029,0.055599752892601634,0.010367709712559582,0.9429627896052069,0.997188274025732,0.9076994219653179,0.9203068437714714
sed,v2,7,5.584799999999973,7.546992999999986,0.04047452052758886,0.012435652350462297,0.966644458997096,0.990020017096854,0.9475140533793751,0.9199695991606097
sed,v2,8,5.504323999999997,7.132551000000035,0.07714060565215886,0.03946259046132806,0.863048896051978,0.9661546284914577,0.8973982510309675,0.9078341067808154
sed,v2,9,5.586416999999983,7.167770000000019,0.05361114116033855,0.04817057879524558,0.9585048518135791,0.9604073813686037,0.9177566644942615,0.9457284405195033
sed,v2,10,4.729084999999998,5.857637000000011,0.04436423689657171,0.01089782729263713,0.9628717540174733,0.9952111719005131,0.893277257105713,0.9320151872650237
sed,v2,11,4.601970999999992,5.907850999999994,0.05038162439286605,0.019919429768535425,0.961306458097154,0.975298904643297,0.9361654653959878,0.941315473450267
sed,v2,12,4.574261000000035,5.825454000000036,0.017842999537461563,0.014812107249769262,0.9852194117253176,0.9945031465077804,0.9211424440027368,0.9229190770990537
sed,v2,13,4.5212080000000014,5.925403000000017,0.05858764530609938,0.015291825116759843,0.9137434590770451,0.9974928444185976,0.8800557606958382,0.9338208164802723
sed,v2,14,4.597313999999983,5.824855000000014,0.12671972794401803,0.016330208379368487,0.7965298927406292,0.9928253773072533,0.8406738835964421,0.9473431672713143
sed,v2,15,4.552646000000038,5.880096999999978,0.024276145712482655,0.02700361959814881,0.967776909267189,0.9755185858236537,0.940888924588214,0.9581390045715307
sed,v2,16,4.550435999999991,5.9278790000000186,0.051872859345211214,0.011082894306713316,0.9625971801906054,0.9900331731353024,0.9288992976788314,0.9556763468499824
sed,v2,17,4.572816999999986,5.865644999999972,0.018422797526902217,0.047785531645293686,0.9771309612578413,0.9674037590008385,0.9377094220896676,0.9655862425368246
sed,v2,18,4.534518999999989,5.858098000000041,0.04783563075892447,0.010701400433702992,0.9458159216561359,0.9919121247257258,0.9317565666773305,0.9616746514238784
sed,v2,19,4.523496000000023,6.169253000000026,0.1207555239553123,0.03598926387752729,0.8086451313541884,0.9623309139445482,0.8765987380057417,0.9250486569924385
sed,v2,20,5.594313,6.525302000000011,0.0572244441060456,0.02053109392469118,0.9497445798157257,0.9762777605691382,0.934521034667333,0.9521813114743921
