project,version,repetition,nsga_time,ltga_time,nsga_igd,ltga_igd,nsga_hv,ltga_hv,nsga_faults,ltga_faults
flex,v2,1,7.894254000000274,10.577269999999771,0.022120441237778465,0.03921637640859701,0.9828983686312815,0.9819407337496383,0.5249075734533255,0.5246579264228187
flex,v2,2,7.265081000000009,10.874198999999862,0.017147958003993075,0.020399251126926504,0.9878397715675487,0.9898320945419343,0.5256317366043921,0.499782843906317
flex,v2,3,7.853672000000188,10.190481999999975,0.031907257624087575,0.046239177962014474,0.9817009327286493,0.9820897028106812,0.5246037861848848,0.5242290938284342
flex,v2,4,7.714162000000215,10.913155000000188,0.045760443073059445,0.023264062392493626,0.979956019006892,0.981268738685509,0.5241308478688472,0.5247267711701316
flex,v2,5,7.443691999999828,10.62943499999983,0.024775814825567517,0.042670314360125236,0.9838454445000171,0.9774175261513773,0.5246243505231944,0.523548384526305
flex,v2,6,7.4912930000000415,10.450209000000086,0.03037031388038321,0.03820504975438541,0.9806315131793225,0.9813131839667822,0.523638835126822,0.49732156970870717
flex,v2,7,7.701457000000119,10.62177100000008,0.02020331245573324,0.04039277956703349,0.9846819438772282,0.9793090722398041,0.5247699535542492,0.5239145516043752
flex,v2,8,7.5395659999999225,10.658289999999852,0.02283922306224807,0.025430081703851814,0.9830070171774807,0.986368545524618,0.5249571321846176,0.5254681381083891
flex,v2,9,7.789115000000038,10.469916000000012,0.04700253037277633,0.012204450052719808,0.9754446087942212,0.9930286550427596,0.5229651421917726,0.49974660124975107
flex,v2,10,7.550408999999945,10.508272999999917,0.03294775776768264,0.020187846682191084,0.979038415725424,0.9839333445029829,0.5238959149951302,0.5001291742830802
flex,v2,11,7.5724340000001575,10.672962999999982,0.03358378959702489,0.021242578758394536,0.9814589842928148,0.9872601867250901,0.524513902938548,0.5261188552761804
flex,v2,12,7.5687299999999595,10.139994999999999,0.037580914191607195,0.01962333977078463,0.9796149671549529,0.9825970166678062,0.5240581062309638,0.495705717824722
flex,v2,13,7.546784000000116,10.472121999999672,0.03574655913986237,0.024110082148502843,0.9818149683306843,0.9867763470170247,0.5246280999042261,0.5261307144324889
flex,v2,14,7.59480399999984,10.638895000000048,0.017788474624408215,0.025858537028270963,0.9840465596074532,0.9877035431025737,0.5252411260339113,0.4986516268956976
flex,v2,15,7.518595000000005,11.129689999999755,0.030470243753228824,0.02150514916714833,0.9813133996357212,0.9891464972645954,0.5245005333570836,0.5245790686591265
flex,v2,16,7.49857800000018,10.664800000000014,0.02334358159044484,0.016397223874465128,0.9792896332413815,0.9895637975080166,0.5232799112681009,0.5251307631805932
flex,v2,17,10.611883000000034,12.784480000000258,0.03790472913706795,0.024410761270884086,0.9789142844771267,0.9842828434399501,0.5238462155993044,0.5247959101567681
flex,v2,18,9.751502000000073,12.768695000000207,0.036052397492685836,0.017465828705219327,0.9789644801866855,0.9874680303642631,0.5238508544860164,0.5241031639809072
flex,v2,19,9.677177999999913,12.347263000000112,0.041322065824233076,0.022767106520623283,0.979209711634861,0.9843157060305124,0.5239260142972619,0.5247981859316597
flex,v2,20,9.900846999999885,12.529999000000316,0.05519968198029097,0.02232496235855698,0.9769227433514963,0.9889129816437553,0.5233166799246181,0.5265984602833543
