project,version,repetition,nsga_time,ltga_time,nsga_igd,ltga_igd,nsga_hv,ltga_hv,nsga_faults,ltga_faults
bash,v2,1,20.551451000000043,32.028665000000046,0.22102834574931213,0.09889817970142603,0.6112635293231032,0.7427238383870455,0.567795914216745,0.7328945897639346
bash,v2,2,20.536577999999963,32.266016000000036,0.17636756549252616,0.0936518222174195,0.6496054041197322,0.7367944521045701,0.5774811163939488,0.6183059883269735
bash,v2,3,19.869889000000057,31.649954000000207,0.22267018072863737,0.14192485682213796,0.6050850188276776,0.7048453812417973,0.5744300656144924,0.7769350375268419
bash,v2,4,20.037565000000086,33.39297999999985,0.1942383672897597,0.12442186735795084,0.6421164385206853,0.7378670293691222,0.5092986872992668,0.6981901438681094
bash,v2,5,20.185069999999996,31.806062999999995,0.22461129150729472,0.11659785226580396,0.6260159002109922,0.7434878238288603,0.444538136939272,0.753591609705905
bash,v2,6,20.070580999999947,32.286408000000165,0.20250679547797204,0.11562837716764256,0.6351354228658697,0.7682003058266386,0.5801474699172,0.7030210274092416
bash,v2,7,20.300189000000046,33.99596199999996,0.22100018237017022,0.10275038434893974,0.6094996146222323,0.8010213099938345,0.4610196790901367,0.6888158597317934
bash,v2,8,21.078792999999905,33.22484099999997,0.21276503955078913,0.12116645803192319,0.6313234699320367,0.7268597388875292,0.5177598217899074,0.6919210841567249
bash,v2,9,20.869083000000046,32.84977099999992,0.22231626942612515,0.11202161731025535,0.619351853757433,0.780598980911839,0.5820936443276206,0.735275247245347
bash,v2,10,20.258756999999832,34.715451999999914,0.22130868118038818,0.1466439400088797,0.6063959528272976,0.7721944513833854,0.5917988512541618,0.8429328584641986
bash,v2,11,23.02719400000001,36.582144999999855,0.21766075380646036,0.07492434786419808,0.6019655528123714,0.7641081308311534,0.6061754615747598,0.8810775699303374
bash,v2,12,23.108618999999862,38.28264200000012,0.25626224531221864,0.11936924690925788,0.571955113168109,0.7743640909325207,0.6549589647743371,0.8527004222323655
bash,v2,13,22.71123999999986,33.942895000000135,0.19615438126815107,0.10102914608148471,0.6154183034562475,0.7939604123600061,0.5546586018259377,0.7933491614354092
bash,v2,14,20.397203999999874,30.64723200000003,0.20336023210027754,0.11106584511659855,0.6237440943973194,0.8229808265466603,0.5286798892046038,0.7237607577073041
bash,v2,15,18.91578400000003,32.320433000000094,0.2041303943414454,0.09031417800641396,0.6208541254684722,0.7748694836512177,0.540669324613766,0.703085697822552
bash,v2,16,20.551415000000134,31.956093999999894,0.20423382744817828,0.12284416525206993,0.6187067118450577,0.7739025284344904,0.502949650215355,0.6252555644939551
bash,v2,17,20.482841000000008,33.48662300000001,0.19132200252813975,0.11516400921044448,0.6389588383521474,0.7999155096174916,0.5839748319093886,0.615109283262952
bash,v2,18,20.63939500000015,31.625551000000087,0.19641685352092894,0.0974752845827973,0.6310885543748703,0.7698064382011229,0.5635568712721487,0.6644396239975148
bash,v2,19,20.232263999999986,32.93709300000023,0.1975976465495771,0.12042466356131787,0.6238860461157726,0.698287424644712,0.6239383808788431,0.6137927295116438
bash,v2,20,19.87638199999992,32.38085099999989,0.20765687926678644,0.10122891674107677,0.6358419882082592,0.8065006209806987,0.5864052262309128,0.6518203286781589
