project,version,repetition,nsga_time,ltga_time,nsga_igd,ltga_igd,nsga_hv,ltga_hv,nsga_faults,ltga_faults
bash,v1,1,21.226425,34.072157000000004,0.21408183917766083,0.10489013685595086,0.38985386781896436,0.5701621307321764,0.6765391945746075,0.7818213751205959
bash,v1,2,22.095805,34.641724999999994,0.23764558629370186,0.10369688897182845,0.36272321120733547,0.6336051648824039,0.6656816876063266,0.8212407750861513
bash,v1,3,20.451696000000013,32.036354999999986,0.21053159654298043,0.0921461864838511,0.39882400836437787,0.6582517122723793,0.7041840327058381,0.8419836296599154
bash,v1,4,20.460874000000018,32.834892999999994,0.19626655476319804,0.09494600564882054,0.4241796851663193,0.7533743967750494,0.6863106080698556,0.8743252557164031
bash,v1,5,21.212255999999996,33.51598200000001,0.19388985841518883,0.10696585657540388,0.4329129071660015,0.6145486526039607,0.691481146778912,0.8793050702584669
bash,v1,6,21.013170000000002,32.29200900000001,0.18052207302899398,0.12040867308192232,0.4523192309527423,0.7079733400976722,0.6790653203314688,0.7452913888241199
bash,v1,7,20.24677300000002,32.77569299999999,0.19647443098371398,0.12704031123943044,0.4207447119106015,0.5658341782625982,0.7050188124354341,0.8599971184347436
bash,v1,8,19.745667000000026,31.70732000000004,0.1879241204986842,0.12431374244962984,0.4449979910426345,0.6345918958415946,0.6819020092848644,0.8811808408540632
bash,v1,9,19.557567000000006,30.911311000000012,0.2073687384475907,0.08627848262145985,0.41406389969485696,0.676552414926208,0.6894565323012932,0.8822370133468067
bash,v1,10,19.752689000000032,32.391279999999995,0.17975409864301747,0.1194583694285177,0.4223082357646389,0.6261722114516898,0.6673231290915959,0.8520059781371147
bash,v1,11,19.818849999999998,33.345845000000054,0.20280434314372686,0.11882473019587901,0.4069203045659434,0.6490208512361146,0.7202839264116617,0.8490921501952494
bash,v1,12,19.93906699999991,34.662567999999965,0.2050862527844029,0.10427114984053426,0.39560349769263103,0.6537010282242457,0.6978045181123408,0.8863956404092708
bash,v1,13,21.009491000000025,31.000004999999987,0.17035287592477558,0.1266701985242964,0.4394052408286983,0.6229053909969637,0.6741457464697524,0.8635401536454781
bash,v1,14,19.810361000000057,32.97531600000002,0.18931397859990587,0.09939882831450848,0.4227908279107886,0.7510792414746763,0.6856932316214671,0.8924917268706011
bash,v1,15,19.647495999999933,31.061568999999963,0.20095129197183065,0.10241447148547432,0.4089778636975719,0.6270213751605289,0.6695369952841886,0.8673842643796766
bash,v1,16,19.992681999999945,31.656486000000086,0.20410859293605035,0.09363199602858109,0.40835137993623255,0.7176832757914267,0.7072917262683145,0.9042957291302667
bash,v1,17,19.66644800000006,30.324047000000064,0.19648176112937732,0.09708862569282516,0.41887114272163445,0.6040026782601889,0.6873891209961247,0.8528496007908227
bash,v1,18,19.764284999999973,31.517565999999988,0.18019204329066923,0.1056059494844879,0.4492458760686828,0.6058449139271247,0.6816019362275255,0.8532384650085011
bash,v1,19,19.990723000000003,31.264061999999967,0.21060986751840005,0.08335071286109445,0.3980491421751957,0.6546653093053316,0.6856253450652634,0.8351892417153334
bash,v1,20,19.64926600000001,31.36146700000006,0.2134519214290908,0.11386289312212214,0.3987157053337373,0.6666997853128177,0.6716941214910374,0.8006340416627906
