project,version,repetition,nsga_time,ltga_time,nsga_igd,ltga_igd,nsga_hv,ltga_hv,nsga_faults,ltga_faults
flex,v1,1,7.226791000000048,10.050705000000107,0.026096877625632144,0.024426820705118698,0.9932096630957761,0.9948020410506109,0.6973411663213529,0.6241178422242981
flex,v1,2,7.438992999999755,10.97040300000026,0.026119366180517727,0.023868008000672538,0.9937820879605935,0.9941102330143782,0.697796220836983,0.6710232222210413
flex,v1,3,7.517280999999912,9.875655999999708,0.032849314337667176,0.02155346116945128,0.9921339272082302,0.9942161013967076,0.6721532037383787,0.6977806751679405
flex,v1,4,7.199834999999894,10.915130000000318,0.03260671280509657,0.0320323332827081,0.990726941355656,0.9943770473278599,0.647043811651704,0.6484054653786978
flex,v1,5,7.602691999999934,9.702621999999792,0.021353944400813216,0.028998537850893888,0.9936909022095667,0.9918227942090787,0.6714610031195831,0.6492285579635619
flex,v1,6,7.605967000000419,10.554270999999972,0.032983948311825245,0.0331006958251796,0.9922743971702248,0.9935801967002217,0.648848320584181,0.6973863281410538
flex,v1,7,7.270635000000311,9.973797999999988,0.028344403382123403,0.029523326724828367,0.9918977355462045,0.9933492137457839,0.6957818709042185,0.6477826516792983
flex,v1,8,7.694692000000032,10.258518000000095,0.028942230255513336,0.03337166140864023,0.9923640024143072,0.9917638762404828,0.6972583002004625,0.6479178960266465
flex,v1,9,7.134085000000141,11.203413000000182,0.03277829422993668,0.021538462793508222,0.9916777267115986,0.9952574861300563,0.6721063579541247,0.6977828746974528
flex,v1,10,7.466440000000148,9.921447000000171,0.027115446766067735,0.031891045382192826,0.9917934443982003,0.992632668040596,0.6966593529692329,0.6723187635100982
flex,v1,11,7.568801000000349,10.517268000000058,0.02579895013171775,0.02814784305657306,0.9931942334448729,0.9936600673750042,0.6724085680836642,0.6245623385566776
flex,v1,12,7.271048000000064,10.943059000000176,0.044434675658343574,0.025357847237414813,0.9921979205946543,0.9937783269082393,0.6483060702927429,0.697660587773363
flex,v1,13,7.279881999999816,10.277052000000367,0.031521211688269095,0.026421672659910793,0.9933415468756603,0.9928113595561218,0.6478203121361549,0.6730786086383129
flex,v1,14,7.309969000000365,11.077065000000403,0.02131689540622313,0.024534155920650426,0.9948293920880348,0.9939873488899418,0.6736977661214235,0.6743572875094077
flex,v1,15,7.483788000000004,10.145644000000175,0.02679271620659385,0.024609685993759855,0.9937936795841863,0.9935944931336326,0.6480874517025919,0.6717920644149699
flex,v1,16,7.652160000000094,10.415997999999945,0.031015946492404533,0.026545249575229385,0.9924463140448597,0.9945970599173116,0.6475592802229873,0.6729708861602374
flex,v1,17,7.2385370000001785,10.0289029999999,0.047073107732382484,0.04462477791995009,0.9895945016989681,0.9922605664355391,0.6467357550691228,0.6716520628139341
flex,v1,18,7.530036999999993,10.828776000000289,0.024364949288337188,0.0211419321864102,0.9926322925834803,0.9943604399561117,0.6476502580708466,0.6976069873395928
flex,v1,19,7.202546999999868,10.764298999999937,0.03587825827864225,0.01793794535121812,0.992595371604853,0.9958548595763356,0.6474744120848434,0.6955848861180766
flex,v1,20,7.613448000000062,9.734137999999803,0.037942793358732865,0.02839755490942296,0.9911819584027627,0.9922891074323029,0.6952981890306568,0.6234390955100814
